id,rated,created_at,last_move_at,turns,victory_status,winner,increment_code,white_rating,black_rating,opening_eco,opening_name,opening_ply,start_at,end_at,game_duration_mins,base_time,increment_time,hour,rating_diff,game_type
lJ3ZKDw6,True,1499180000000.0,1499180000000.0,131,mate,white,10+0,1904,1862,D00,Queen's Pawn Game: Mason Attack,3,2017-07-04 14:53:20.000,2017-07-04 14:53:20.000,0.0,10,0,14,42,rapid
a9glB1SK,True,1499180000000.0,1499180000000.0,104,outoftime,black,10+0,1847,1895,B54,Sicilian Defense #2,6,2017-07-04 14:53:20.000,2017-07-04 14:53:20.000,0.0,10,0,14,48,rapid
wq9z5sz4,True,1499150000000.0,1499150000000.0,48,resign,black,10+0,1908,1832,D00,Queen's Pawn Game: Mason Attack,3,2017-07-04 06:33:20.000,2017-07-04 06:33:20.000,0.0,10,0,6,76,rapid
5xV6FbGu,True,1499040000000.0,1499040000000.0,113,resign,white,10+0,1900,1794,A40,Englund Gambit Complex: Englund Gambit,6,2017-07-03 00:00:00.000,2017-07-03 00:00:00.000,0.0,10,0,0,106,rapid
gET1dSMU,True,1499030000000.0,1499030000000.0,43,resign,white,10+0,2018,1908,D00,Blackmar-Diemer Gambit: Teichmann Variation,10,2017-07-02 21:13:20.000,2017-07-02 21:13:20.000,0.0,10,0,21,110,rapid
0zhnlKaU,True,1499030000000.0,1499030000000.0,40,resign,black,10+0,1786,1900,B21,Sicilian Defense: McDonnell Attack,3,2017-07-02 21:13:20.000,2017-07-02 21:13:20.000,0.0,10,0,21,114,rapid
fY46oypq,True,1499020000000.0,1499020000000.0,54,mate,black,10+0,1847,1891,B32,Sicilian Defense: Open #3,7,2017-07-02 18:26:40.000,2017-07-02 18:26:40.000,0.0,10,0,18,44,rapid
YATj1f7y,True,1499020000000.0,1499020000000.0,31,resign,white,10+0,1881,1857,A40,Horwitz Defense,2,2017-07-02 18:26:40.000,2017-07-02 18:26:40.000,0.0,10,0,18,24,rapid
Zc0rnHR7,True,1499020000000.0,1499020000000.0,40,mate,black,10+0,1831,1872,D12,Slav Defense: Quiet Variation |  Pin Defense,8,2017-07-02 18:26:40.000,2017-07-02 18:26:40.000,0.0,10,0,18,41,rapid
XtBaqhPa,True,1499010000000.0,1499010000000.0,61,resign,white,10+0,1862,1825,A40,Horwitz Defense,2,2017-07-02 15:40:00.000,2017-07-02 15:40:00.000,0.0,10,0,15,37,rapid
tA2titOK,True,1498890000000.0,1498890000000.0,34,resign,black,10+0,1874,1837,D00,Queen's Pawn Game: Mason Attack,3,2017-07-01 06:20:00.000,2017-07-01 06:20:00.000,0.0,10,0,6,37,rapid
k3ZdA5JN,False,1500000000000.0,1500000000000.0,116,mate,black,15+5,1319,1739,B57,Sicilian Defense: Modern Variations |  Main Line,8,2017-07-14 02:40:00.000,2017-07-14 02:40:00.000,0.0,15,5,2,420,rapid
iizS8jej,False,1500000000000.0,1500000000000.0,31,mate,white,15+5,1739,1319,B10,Caro-Kann Defense,2,2017-07-14 02:40:00.000,2017-07-14 02:40:00.000,0.0,15,5,2,420,rapid
GHDD6TVr,False,1498890000000.0,1498890000000.0,4,resign,white,25+0,1589,1739,B50,Sicilian Defense,4,2017-07-01 06:20:00.000,2017-07-01 06:20:00.000,0.0,25,0,6,150,classic
1Bl8n99U,False,1498270000000.0,1498270000000.0,58,mate,black,15+5,1500,1739,A00,Mieses Opening,1,2017-06-24 02:06:40.000,2017-06-24 02:06:40.000,0.0,15,5,2,239,rapid
JROlKBan,False,1498270000000.0,1498270000000.0,57,mate,white,15+5,1739,1500,B00,Owen Defense,2,2017-06-24 02:06:40.000,2017-06-24 02:06:40.000,0.0,15,5,2,239,rapid
5ozAAbRu,False,1498270000000.0,1498270000000.0,52,mate,black,15+5,1500,1739,A00,Anderssen Opening,1,2017-06-24 02:06:40.000,2017-06-24 02:06:40.000,0.0,15,5,2,239,rapid
YLU8ByvP,False,1461020000000.0,1461020000000.0,79,resign,black,10+2,1342,1449,C41,Philidor Defense #3,5,2016-04-18 22:53:20.000,2016-04-18 22:53:20.000,0.0,10,2,22,107,rapid
duGWb6s7,False,1461010000000.0,1461010000000.0,31,resign,white,10+2,1605,1342,B54,Sicilian Defense,5,2016-04-18 20:06:40.000,2016-04-18 20:06:40.000,0.0,10,2,20,263,rapid
wOEXW9Kt,True,1500560000000.0,1500570000000.0,83,resign,black,10+0,1629,1476,D02,Queen's Pawn Game: Krause Variation,4,2017-07-20 14:13:20.000,2017-07-20 17:00:00.000,167.0,10,0,14,153,rapid
JO133Y1i,True,1500560000000.0,1500560000000.0,49,mate,white,10+5,1629,1047,D30,Queen's Gambit Declined,4,2017-07-20 14:13:20.000,2017-07-20 14:13:20.000,0.0,10,5,14,582,rapid
a9Yi2qLU,True,1498060000000.0,1498060000000.0,103,mate,white,15+0,1627,1148,C69,Ruy Lopez: Exchange Variation |  Normal Variation,9,2017-06-21 15:46:40.000,2017-06-21 15:46:40.000,0.0,15,0,15,479,rapid
rXKSU3nF,True,1497890000000.0,1497890000000.0,105,resign,white,10+0,1617,1575,D06,Queen's Gambit Refused: Marshall Defense,4,2017-06-19 16:33:20.000,2017-06-19 16:33:20.000,0.0,10,0,16,42,rapid
mepGbyy1,True,1497890000000.0,1497890000000.0,52,resign,black,10+0,1509,1609,D02,Queen's Pawn Game: London System,5,2017-06-19 16:33:20.000,2017-06-19 16:33:20.000,0.0,10,0,16,100,rapid
PpdQylxJ,False,1504140000000.0,1504140000000.0,53,outoftime,white,60+10,2334,1453,B44,Sicilian Defense: Paulsen Variation,8,2017-08-31 00:40:00.000,2017-08-31 00:40:00.000,0.0,60,10,0,881,classic
P9Tg3bIy,False,1503220000000.0,1503220000000.0,73,resign,white,15+0,1500,1453,B20,Sicilian Defense: Bowdler Attack,3,2017-08-20 09:06:40.000,2017-08-20 09:06:40.000,0.0,15,0,9,47,rapid
HbKMqUDU,True,1503030000000.0,1503030000000.0,51,resign,black,10+0,1461,1567,C41,Philidor Defense: Nimzowitsch Variation #2,6,2017-08-18 04:20:00.000,2017-08-18 04:20:00.000,0.0,10,0,4,106,rapid
dmrGSE5L,False,1502950000000.0,1502950000000.0,90,resign,black,15+0,1133,1461,B20,Sicilian Defense: Bowdler Attack,3,2017-08-17 06:06:40.000,2017-08-17 06:06:40.000,0.0,15,0,6,328,rapid
EdgBgzL0,True,1502870000000.0,1502870000000.0,78,resign,black,15+0,1477,1297,A41,Old Indian Defense,3,2017-08-16 07:53:20.000,2017-08-16 07:53:20.000,0.0,15,0,7,180,rapid
MBbbCChu,True,1502870000000.0,1502870000000.0,70,resign,black,15+0,1303,1471,B21,Sicilian Defense: Smith-Morra Gambit #2,3,2017-08-16 07:53:20.000,2017-08-16 07:53:20.000,0.0,15,0,7,168,rapid
JbFacjLX,True,1502870000000.0,1502870000000.0,33,resign,white,15+0,1464,1310,B32,Sicilian Defense: Franco-Sicilian Variation,6,2017-08-16 07:53:20.000,2017-08-16 07:53:20.000,0.0,15,0,7,154,rapid
C8aqJ7wX,True,1502080000000.0,1502080000000.0,27,resign,white,10+4,1456,1366,C40,King's Knight Opening,3,2017-08-07 04:26:40.000,2017-08-07 04:26:40.000,0.0,10,4,4,90,rapid
MDLDX0v7,True,1501820000000.0,1501820000000.0,40,resign,white,8+0,1385,1470,B20,Sicilian Defense,2,2017-08-04 04:13:20.000,2017-08-04 04:13:20.000,0.0,8,0,4,85,rapid
D9NxM2ns,False,1501820000000.0,1501820000000.0,53,resign,black,30+0,1299,1470,B45,Sicilian Defense: Paulsen Variation |  Normal Variation,9,2017-08-04 04:13:20.000,2017-08-04 04:13:20.000,0.0,30,0,4,171,classic
bdDOt3Ay,True,1498010000000.0,1498020000000.0,118,resign,white,10+0,1453,1482,A06,Zukertort Opening: Reversed Mexican Defense,3,2017-06-21 01:53:20.000,2017-06-21 04:40:00.000,167.0,10,0,1,29,rapid
FemhhNnb,True,1498010000000.0,1498010000000.0,75,resign,white,10+0,1467,1594,B12,Caro-Kann Defense: Advance Variation,5,2017-06-21 01:53:20.000,2017-06-21 01:53:20.000,0.0,10,0,1,127,rapid
dStdaoBv,True,1497240000000.0,1497240000000.0,83,resign,white,10+0,1613,1474,B21,Sicilian Defense: McDonnell Attack,3,2017-06-12 04:00:00.000,2017-06-12 04:00:00.000,0.0,10,0,4,139,rapid
8cw0ROzU,False,1497230000000.0,1497230000000.0,59,mate,white,8+3,1474,1500,B00,Nimzowitsch Defense: Mikenas Variation,4,2017-06-12 01:13:20.000,2017-06-12 01:13:20.000,0.0,8,3,1,26,rapid
TP0I16GS,True,1497150000000.0,1497150000000.0,79,resign,white,25+1,1466,1358,C57,Italian Game: Two Knights Defense |  Fried Liver Attack,11,2017-06-11 03:00:00.000,2017-06-11 03:00:00.000,0.0,25,1,3,108,classic
DiA6bC0a,False,1496800000000.0,1496800000000.0,28,resign,white,15+0,1047,1466,A00,Mieses Opening,1,2017-06-07 01:46:40.000,2017-06-07 01:46:40.000,0.0,15,0,1,419,rapid
IxZtWKs1,True,1496610000000.0,1496610000000.0,66,resign,black,10+0,1380,1457,B44,Sicilian Defense: Paulsen Variation,8,2017-06-04 21:00:00.000,2017-06-04 21:00:00.000,0.0,10,0,21,77,rapid
Er5CWA1h,True,1496610000000.0,1496610000000.0,68,resign,black,60+0,1468,1489,C43,Petrov: Modern Attack,6,2017-06-04 21:00:00.000,2017-06-04 21:00:00.000,0.0,60,0,21,21,classic
a4sUEoII,True,1496610000000.0,1496610000000.0,43,mate,white,60+0,1462,1320,C61,Ruy Lopez: Bird Variation,6,2017-06-04 21:00:00.000,2017-06-04 21:00:00.000,0.0,60,0,21,142,classic
6xYZMDHT,False,1496110000000.0,1496110000000.0,34,resign,black,20+0,1161,1462,A46,Indian Game: London System,5,2017-05-30 02:06:40.000,2017-05-30 02:06:40.000,0.0,20,0,2,301,classic
Z3CSBGd0,True,1496110000000.0,1496110000000.0,46,resign,black,15+0,1305,1455,A45,Paleface Attack,3,2017-05-30 02:06:40.000,2017-05-30 02:06:40.000,0.0,15,0,2,150,rapid
Q0GuYyry,True,1496100000000.0,1496100000000.0,43,resign,white,10+0,1343,1470,A45,Indian Game,2,2017-05-29 23:20:00.000,2017-05-29 23:20:00.000,0.0,10,0,23,127,rapid
s2RDz5a9,True,1496030000000.0,1496030000000.0,49,resign,white,10+0,1461,1398,C40,King's Pawn Game: McConnell Defense,4,2017-05-29 03:53:20.000,2017-05-29 03:53:20.000,0.0,10,0,3,63,rapid
cwFWHvpF,True,1501350000000.0,1501350000000.0,68,mate,black,8+10,1502,1368,D04,Queen's Pawn Game: Colle System,5,2017-07-29 17:40:00.000,2017-07-29 17:40:00.000,0.0,8,10,17,134,rapid
rk4DxJ2w,True,1501340000000.0,1501340000000.0,66,resign,white,12+4,1517,1512,C02,French Defense: Advance Variation |  Euwe Variation,10,2017-07-29 14:53:20.000,2017-07-29 14:53:20.000,0.0,12,4,14,5,rapid
btE5xe8p,True,1501340000000.0,1501340000000.0,73,resign,white,12+4,1546,1523,D35,Queen's Gambit Declined: Harrwitz Attack,7,2017-07-29 14:53:20.000,2017-07-29 14:53:20.000,0.0,12,4,14,23,rapid
Ep8ixJBd,True,1501340000000.0,1501340000000.0,56,resign,black,11+4,1533,1511,C00,French Defense: La Bourdonnais Variation,3,2017-07-29 14:53:20.000,2017-07-29 14:53:20.000,0.0,11,4,14,22,rapid
W5sqh5Rc,True,1501340000000.0,1501340000000.0,42,resign,black,11+4,1522,1523,D02,Queen's Pawn Game: Krause Variation,4,2017-07-29 14:53:20.000,2017-07-29 14:53:20.000,0.0,11,4,14,1,rapid
tN4uylH7,True,1501340000000.0,1501340000000.0,24,resign,black,11+4,1534,1510,C00,French Defense: La Bourdonnais Variation |  Reuter Gambit,6,2017-07-29 14:53:20.000,2017-07-29 14:53:20.000,0.0,11,4,14,24,rapid
KqTwgzyE,True,1501340000000.0,1501340000000.0,36,resign,black,11+4,1524,1414,D02,Queen's Pawn Game: Zukertort Variation,3,2017-07-29 14:53:20.000,2017-07-29 14:53:20.000,0.0,11,4,14,110,rapid
MeAbA6iH,True,1501340000000.0,1501340000000.0,59,outoftime,white,11+4,1514,1489,D04,Queen's Pawn Game: Colle System,5,2017-07-29 14:53:20.000,2017-07-29 14:53:20.000,0.0,11,4,14,25,rapid
DJ2fpuya,True,1501330000000.0,1501330000000.0,73,resign,white,8+7,1526,1525,C02,French Defense: Advance Variation #2,7,2017-07-29 12:06:40.000,2017-07-29 12:06:40.000,0.0,8,7,12,1,rapid
TwSyg5gs,False,1499000000000.0,1499000000000.0,60,resign,black,10+9,1525,1574,D02,Queen's Pawn Game: Zukertort Variation,3,2017-07-02 12:53:20.000,2017-07-02 12:53:20.000,0.0,10,9,12,49,rapid
3cdoYoyn,False,1498930000000.0,1498930000000.0,23,resign,white,5+8,1533,1525,A40,Horwitz Defense,2,2017-07-01 17:26:40.000,2017-07-01 17:26:40.000,0.0,5,8,17,8,blitz
JS6K3t4g,False,1498930000000.0,1498930000000.0,78,resign,black,5+8,1525,1533,D02,Queen's Pawn Game: Zukertort Variation,3,2017-07-01 17:26:40.000,2017-07-01 17:26:40.000,0.0,5,8,17,8,blitz
bjv99Aky,False,1497400000000.0,1497400000000.0,69,mate,white,5+5,1596,1525,D32,Tarrasch Defense: Schara Gambit,8,2017-06-14 00:26:40.000,2017-06-14 00:26:40.000,0.0,5,5,0,71,blitz
zK205VaK,False,1497400000000.0,1497400000000.0,53,mate,white,5+5,1630,1525,D40,Queen's Gambit Declined: Semi-Tarrasch Defense,8,2017-06-14 00:26:40.000,2017-06-14 00:26:40.000,0.0,5,5,0,105,blitz
57stogOR,False,1463310000000.0,1463310000000.0,33,outoftime,white,12+0,1536,1651,C44,Ponziani Opening,5,2016-05-15 11:00:00.000,2016-05-15 11:00:00.000,0.0,12,0,11,115,rapid
GLsCzkuz,True,1463310000000.0,1463310000000.0,33,resign,white,8+0,1500,1547,B07,Pirc Defense #4,2,2016-05-15 11:00:00.000,2016-05-15 11:00:00.000,0.0,8,0,11,47,rapid
X76L7kAu,True,1463310000000.0,1463310000000.0,110,mate,black,8+0,1567,1456,C44,Ponziani Opening,5,2016-05-15 11:00:00.000,2016-05-15 11:00:00.000,0.0,8,0,11,111,rapid
d9tfl6mC,True,1460440000000.0,1460440000000.0,57,resign,white,5+5,1553,1485,C41,Philidor Defense #2,4,2016-04-12 05:46:40.000,2016-04-12 05:46:40.000,0.0,5,5,5,68,blitz
ySqTTXtT,False,1460190000000.0,1460190000000.0,50,mate,black,8+0,1500,1553,B10,Caro-Kann Defense,2,2016-04-09 08:20:00.000,2016-04-09 08:20:00.000,0.0,8,0,8,53,rapid
4Qm6uRGX,True,1459940000000.0,1459940000000.0,77,resign,white,10+10,1514,1571,B10,Caro-Kann Defense,2,2016-04-06 10:53:20.000,2016-04-06 10:53:20.000,0.0,10,10,10,57,rapid
U331efsy,False,1459940000000.0,1459940000000.0,59,resign,white,5+8,1610,1571,B10,Caro-Kann Defense,2,2016-04-06 10:53:20.000,2016-04-06 10:53:20.000,0.0,5,8,10,39,blitz
BR7CzrC2,False,1459940000000.0,1459940000000.0,73,resign,white,8+8,1418,1571,A40,Queen's Pawn,1,2016-04-06 10:53:20.000,2016-04-06 10:53:20.000,0.0,8,8,10,153,rapid
peqeMUix,True,1459940000000.0,1459940000000.0,78,outoftime,black,8+1,1450,1558,B10,Caro-Kann Defense: Breyer Variation,3,2016-04-06 10:53:20.000,2016-04-06 10:53:20.000,0.0,8,1,10,108,rapid
BAapWAKS,True,1459850000000.0,1459850000000.0,81,resign,white,15+8,1430,1581,B12,Caro-Kann Defense,3,2016-04-05 09:53:20.000,2016-04-05 09:53:20.000,0.0,15,8,9,151,rapid
kdphfdKm,False,1472220000000.0,1472220000000.0,44,resign,black,0+15,1169,1571,A00,Sodium Attack,1,2016-08-26 14:00:00.000,2016-08-26 14:00:00.000,0.0,0,15,14,402,bullet
rEiap9zj,True,1460320000000.0,1460320000000.0,36,draw,draw,11+0,1501,1255,C01,French Defense: Exchange Variation,5,2016-04-10 20:26:40.000,2016-04-10 20:26:40.000,0.0,11,0,20,246,rapid
K2lbWSKk,True,1460310000000.0,1460320000000.0,48,outoftime,black,11+0,1261,1697,B01,Scandinavian Defense: Main Line,6,2016-04-10 17:40:00.000,2016-04-10 20:26:40.000,167.0,11,0,17,436,rapid
9F7DwInO,True,1460260000000.0,1460260000000.0,16,resign,black,11+0,1269,1625,B01,Scandinavian Defense,2,2016-04-10 03:46:40.000,2016-04-10 03:46:40.000,0.0,11,0,3,356,rapid
rE7XkSTs,True,1460260000000.0,1460260000000.0,24,resign,black,10+10,1276,1675,B46,Sicilian Defense: Paulsen Variation,10,2016-04-10 03:46:40.000,2016-04-10 03:46:40.000,0.0,10,10,3,399,rapid
xmmUUeKk,True,1460260000000.0,1460260000000.0,90,mate,black,10+0,1287,1611,B27,Sicilian Defense: Hyperaccelerated Dragon,4,2016-04-10 03:46:40.000,2016-04-10 03:46:40.000,0.0,10,0,3,324,rapid
0cFxy38E,True,1460240000000.0,1460240000000.0,48,resign,black,8+0,1312,1448,C55,Italian Game: Anti-Fried Liver Defense,6,2016-04-09 22:13:20.000,2016-04-09 22:13:20.000,0.0,8,0,22,136,rapid
yI942cUN,True,1460240000000.0,1460240000000.0,13,mate,white,8+0,1173,1336,B06,Modern Defense,2,2016-04-09 22:13:20.000,2016-04-09 22:13:20.000,0.0,8,0,22,163,rapid
KrwPLve9,True,1460240000000.0,1460240000000.0,20,resign,white,9+0,1391,1202,B20,Sicilian Defense,2,2016-04-09 22:13:20.000,2016-04-09 22:13:20.000,0.0,9,0,22,189,rapid
I215nDQO,True,1460240000000.0,1460240000000.0,33,resign,black,9+0,1244,1384,C40,King's Pawn Game: McConnell Defense,4,2016-04-09 22:13:20.000,2016-04-09 22:13:20.000,0.0,9,0,22,140,rapid
nLRYvkJb,True,1460240000000.0,1460240000000.0,9,resign,white,9+0,1443,1291,A00,Van't Kruijs Opening,1,2016-04-09 22:13:20.000,2016-04-09 22:13:20.000,0.0,9,0,22,152,rapid
hVEMak9d,True,1460230000000.0,1460240000000.0,80,mate,black,15+0,1388,1390,C57,Italian Game: Two Knights Defense |  Lolli Attack,11,2016-04-09 19:26:40.000,2016-04-09 22:13:20.000,167.0,15,0,19,2,rapid
W54TDr43,True,1460230000000.0,1460230000000.0,84,draw,draw,16+0,1433,1315,C50,Italian Game,5,2016-04-09 19:26:40.000,2016-04-09 19:26:40.000,0.0,16,0,19,118,classic
AWRJkslu,True,1460150000000.0,1460160000000.0,111,mate,white,60+0,1803,1500,B20,Sicilian Defense: Bowdler Attack,3,2016-04-08 21:13:20.000,2016-04-09 00:00:00.000,167.0,60,0,21,303,classic
C0HoGVOS,False,1460060000000.0,1460060000000.0,26,resign,black,13+0,1500,1355,C42,Russian Game: Urusov Gambit,5,2016-04-07 20:13:20.000,2016-04-07 20:13:20.000,0.0,13,0,20,145,rapid
6nd9lCRv,True,1486330000000.0,1486340000000.0,38,resign,white,10+10,1506,1505,A21,English Opening: King's English Variation |  Reversed Sicilian,3,2017-02-05 21:26:40.000,2017-02-06 00:13:20.000,167.0,10,10,21,1,rapid
1cyi9WJb,True,1486330000000.0,1486330000000.0,79,resign,white,10+10,1488,1466,A10,English Opening: Anglo-Scandinavian Defense,2,2017-02-05 21:26:40.000,2017-02-05 21:26:40.000,0.0,10,10,21,22,rapid
4ylXabV1,False,1479800000000.0,1479800000000.0,43,resign,white,15+5,1488,1282,A22,English Opening: King's English Variation |  Two Knights Variation,4,2016-11-22 07:33:20.000,2016-11-22 07:33:20.000,0.0,15,5,7,206,rapid
YQsOYX73,True,1475130000000.0,1475130000000.0,117,mate,white,6+10,1434,1505,A06,Reti Opening,2,2016-09-29 06:20:00.000,2016-09-29 06:20:00.000,0.0,6,10,6,71,rapid
MGZE48Oe,True,1473840000000.0,1473840000000.0,29,resign,white,20+0,1491,1377,C55,Italian Game: Anti-Fried Liver Defense,6,2016-09-14 08:00:00.000,2016-09-14 08:00:00.000,0.0,20,0,8,114,classic
5wTQ8eft,False,1473840000000.0,1473840000000.0,74,outoftime,black,10+0,1491,1500,C41,Philidor Defense #4,6,2016-09-14 08:00:00.000,2016-09-14 08:00:00.000,0.0,10,0,8,9,rapid
YCPtfgvx,False,1473830000000.0,1473830000000.0,21,mate,white,7+5,1483,1305,C51,Italian Game: Evans Gambit,7,2016-09-14 05:13:20.000,2016-09-14 05:13:20.000,0.0,7,5,5,178,rapid
YkhMvi1c,False,1473810000000.0,1473810000000.0,121,mate,white,7+5,1483,1213,B12,Caro-Kann Defense,3,2016-09-13 23:40:00.000,2016-09-13 23:40:00.000,0.0,7,5,23,270,rapid
DOSPddy8,True,1473800000000.0,1473800000000.0,85,mate,white,7+5,1478,1129,C42,Russian Game: Urusov Gambit,5,2016-09-13 20:53:20.000,2016-09-13 20:53:20.000,0.0,7,5,20,349,rapid
tdFx5Wpl,False,1473320000000.0,1473320000000.0,14,resign,black,4+10,1209,1478,A43,Old Benoni Defense,2,2016-09-08 07:33:20.000,2016-09-08 07:33:20.000,0.0,4,10,7,269,blitz
shapiH9O,False,1471650000000.0,1471660000000.0,62,resign,black,7+5,1312,1478,A07,King's Indian Attack: Keres Variation #2,4,2016-08-19 23:40:00.000,2016-08-20 02:26:40.000,167.0,7,5,23,166,rapid
wgdX1i72,True,1503540000000.0,1503540000000.0,43,mate,white,10+5,1618,1652,C50,Four Knights Game: Italian Variation,8,2017-08-24 02:00:00.000,2017-08-24 02:00:00.000,0.0,10,5,2,34,rapid
j7ubwxcz,False,1490190000000.0,1490200000000.0,55,resign,white,10+10,1515,1652,C00,St. George Defense,4,2017-03-22 13:40:00.000,2017-03-22 16:26:40.000,167.0,10,10,13,137,rapid
BRrgcEui,False,1490150000000.0,1490150000000.0,40,resign,black,10+10,1500,1652,A00,Hungarian Opening,1,2017-03-22 02:33:20.000,2017-03-22 02:33:20.000,0.0,10,10,2,152,rapid
TcX2VySc,False,1490150000000.0,1490150000000.0,47,resign,black,10+10,1120,1652,D00,Queen's Pawn Game: Veresov Attack |  Alburt Defense,4,2017-03-22 02:33:20.000,2017-03-22 02:33:20.000,0.0,10,10,2,532,rapid
3zvHxRxD,False,1490150000000.0,1490150000000.0,26,draw,draw,10+10,1652,1120,A45,Indian Game,2,2017-03-22 02:33:20.000,2017-03-22 02:33:20.000,0.0,10,10,2,532,rapid
uweklWqe,False,1490150000000.0,1490150000000.0,86,resign,black,5+10,1652,1646,B00,Nimzowitsch Defense: Scandinavian Variation |  Exchange Variation,6,2017-03-22 02:33:20.000,2017-03-22 02:33:20.000,0.0,5,10,2,6,blitz
YVJoIqAb,False,1489800000000.0,1489800000000.0,26,resign,black,5+10,1450,1652,A45,Indian Game,2,2017-03-18 01:20:00.000,2017-03-18 01:20:00.000,0.0,5,10,1,202,blitz
MoJv5gz3,True,1489630000000.0,1489630000000.0,58,outoftime,black,7+2,1657,1927,C50,Giuoco Piano,6,2017-03-16 02:06:40.000,2017-03-16 02:06:40.000,0.0,7,2,2,270,rapid
hUQW6fh6,True,1489590000000.0,1489600000000.0,14,resign,black,10+0,1669,1717,C50,Italian Game: Schilling-Kostic Gambit,6,2017-03-15 15:00:00.000,2017-03-15 17:46:40.000,167.0,10,0,15,48,rapid
qD7mzcUb,True,1489550000000.0,1489550000000.0,50,resign,black,10+5,1565,1659,B07,Pirc Defense #4,2,2017-03-15 03:53:20.000,2017-03-15 03:53:20.000,0.0,10,5,3,94,rapid
YQmlrWQm,True,1489550000000.0,1489550000000.0,30,resign,black,10+5,1037,1658,A06,Zukertort Opening: Reversed Mexican Defense,3,2017-03-15 03:53:20.000,2017-03-15 03:53:20.000,0.0,10,5,3,621,rapid
bmyC1oNK,True,1489550000000.0,1489550000000.0,90,outoftime,black,10+5,1671,1709,C55,Italian Game: Two Knights Defense,6,2017-03-15 03:53:20.000,2017-03-15 03:53:20.000,0.0,10,5,3,38,rapid
MlnIaVj7,True,1489160000000.0,1489160000000.0,82,outoftime,black,5+5,1487,1663,B20,Sicilian Defense: Staunton-Cochrane Variation,3,2017-03-10 15:33:20.000,2017-03-10 15:33:20.000,0.0,5,5,15,176,blitz
l6KBTi8H,True,1489160000000.0,1489160000000.0,14,resign,black,5+5,1670,1881,C62,Ruy Lopez: Steinitz Defense,6,2017-03-10 15:33:20.000,2017-03-10 15:33:20.000,0.0,5,5,15,211,blitz
1NtGvS7m,False,1488840000000.0,1488840000000.0,87,outoftime,white,7+2,1884,1670,E40,Nimzo-Indian Defense: Normal Line,7,2017-03-06 22:40:00.000,2017-03-06 22:40:00.000,0.0,7,2,22,214,rapid
GnareRWj,False,1488840000000.0,1488840000000.0,111,mate,white,7+2,1828,1670,E20,Nimzo-Indian Defense: Ragozin Variation,8,2017-03-06 22:40:00.000,2017-03-06 22:40:00.000,0.0,7,2,22,158,rapid
H08j1pFJ,False,1488840000000.0,1488840000000.0,73,resign,black,7+2,1670,1543,C62,Ruy Lopez: Steinitz Defense,6,2017-03-06 22:40:00.000,2017-03-06 22:40:00.000,0.0,7,2,22,127,rapid
TGTtzwp4,False,1488840000000.0,1488840000000.0,54,resign,black,7+2,1670,1884,D45,Semi-Slav Defense: Main Line,9,2017-03-06 22:40:00.000,2017-03-06 22:40:00.000,0.0,7,2,22,214,rapid
VbxGhjHs,False,1488840000000.0,1488840000000.0,44,resign,black,7+2,1670,1966,D20,Queen's Gambit Accepted: Old Variation,5,2017-03-06 22:40:00.000,2017-03-06 22:40:00.000,0.0,7,2,22,296,rapid
VsfS8T6S,False,1488840000000.0,1488840000000.0,74,resign,black,7+2,1497,1670,A00,Polish Opening,1,2017-03-06 22:40:00.000,2017-03-06 22:40:00.000,0.0,7,2,22,173,rapid
eHTmEe4A,False,1488630000000.0,1488630000000.0,39,resign,black,15+5,1670,1778,C45,Scotch Game: Potter Variation,9,2017-03-04 12:20:00.000,2017-03-04 12:20:00.000,0.0,15,5,12,108,rapid
lQbvYrqG,True,1488250000000.0,1488260000000.0,49,resign,white,15+15,1659,1543,A22,English Opening: King's English Variation |  Two Knights Variation,4,2017-02-28 02:46:40.000,2017-02-28 05:33:20.000,167.0,15,15,2,116,rapid
NWivyayS,True,1488250000000.0,1488250000000.0,72,mate,black,15+15,1673,1717,D30,Queen's Gambit Declined,4,2017-02-28 02:46:40.000,2017-02-28 02:46:40.000,0.0,15,15,2,44,rapid
K5yJfIbC,True,1462560000000.0,1462560000000.0,72,outoftime,black,8+0,1640,1521,A06,Nimzowitsch-Larsen Attack,3,2016-05-06 18:40:00.000,2016-05-06 18:40:00.000,0.0,8,0,18,119,rapid
5xEtGs7N,True,1461030000000.0,1461030000000.0,17,mate,white,5+5,1645,1334,A04,Zukertort Opening: Black Mustang Defense,2,2016-04-19 01:40:00.000,2016-04-19 01:40:00.000,0.0,5,5,1,311,blitz
FLZSIBJT,True,1461030000000.0,1461030000000.0,38,mate,black,5+5,1386,1640,A02,Bird Opening: From's Gambit,2,2016-04-19 01:40:00.000,2016-04-19 01:40:00.000,0.0,5,5,1,254,blitz
NpKzH9Cq,True,1461030000000.0,1461030000000.0,19,mate,white,5+5,1634,1500,A04,Zukertort Opening: Arctic Defense,2,2016-04-19 01:40:00.000,2016-04-19 01:40:00.000,0.0,5,5,1,134,blitz
Rt9WB32T,True,1461010000000.0,1461010000000.0,124,resign,black,5+9,1648,1552,A06,Nimzowitsch-Larsen Attack,3,2016-04-18 20:06:40.000,2016-04-18 20:06:40.000,0.0,5,9,20,96,blitz
pu1DxLyC,True,1461010000000.0,1461010000000.0,122,mate,black,5+5,1501,1640,B02,Alekhine Defense: Steiner Variation,7,2016-04-18 20:06:40.000,2016-04-18 20:06:40.000,0.0,5,5,20,139,blitz
